AGIC SortID,Taxable Year,AGIC,County,All Returns,All Joint Returns,All Taxable Returns,Dependents On Returns,Adjusted Gross Income,Tax Assessed
12,2011,"30,000 to 34,999",Los Angeles,225838,63272,108165,218026,"7,323,064,000","51,072,000"
13,2011,"35,000 to 39,999",Los Angeles,192586,58226,105898,179900,"7,209,099,000","67,963,000"
14,2011,"40,000 to 49,999",Los Angeles,308750,101893,203880,274243,"13,820,391,000","176,818,000"
15,2011,"50,000 to 59,999",Los Angeles,232728,88436,185822,202779,"12,745,193,000","219,804,000"
16,2011,"60,000 to 69,999",Los Angeles,182740,78326,162417,157134,"11,845,173,000","255,951,000"
17,2011,"70,000 to 79,999",Los Angeles,146081,68813,137606,124432,"10,927,706,000","283,909,000"
18,2011,"80,000 to 89,999",Los Angeles,114968,60588,111106,98747,"9,750,565,000","283,449,000"
19,2011,"90,000 to 99,999",Los Angeles,92224,53780,90263,81769,"8,745,097,000","277,399,000"
20,2011,"100,000 to 149,999",Los Angeles,261222,178309,258616,246323,"31,629,926,000","1,219,962,000"
21,2011,"150,000 to 199,999",Los Angeles,109557,84754,108936,107292,"18,793,549,000","920,669,000"
22,2011,"200,000 to 299,999",Los Angeles,76611,60710,76144,72874,"18,362,338,000","1,066,344,000"
23,2011,"300,000 to 399,999",Los Angeles,27041,21394,26812,26403,"9,293,056,000","607,488,000"
24,2011,"400,000 to 499,999",Los Angeles,13811,10919,13691,14030,"6,142,220,000","431,251,000"
25,2011,"500,000 to 999,999",Los Angeles,21715,17007,21494,22435,"14,788,912,000","1,105,155,000"
26,2011,"1,000,000 and over",Los Angeles,13819,10384,13731,14681,"47,122,181,000","3,958,416,000"
1,2011,Zero and Deficit,Madera,874,398,14,321,"-149,862,000","1,000"
2,2011,"1 to 2,999",Madera,1665,297,46,627,"2,173,000",0
3,2011,"3,000 to 5,999",Madera,1932,282,302,1079,"8,848,000","5,000"
4,2011,"6,000 to 8,999",Madera,2658,426,316,2003,"20,097,000","15,000"
5,2011,"9,000 to 11,999",Madera,3185,576,199,3247,"33,357,000","16,000"
6,2011,"12,000 to 14,999",Madera,3383,690,517,4213,"45,663,000","28,000"
7,2011,"15,000 to 17,999",Madera,3472,754,727,5075,"57,276,000","48,000"
8,2011,"18,000 to 20,999",Madera,3226,853,752,4926,"62,854,000","82,000"
9,2011,"21,000 to 23,999",Madera,3056,907,672,5212,"68,699,000","118,000"
10,2011,"24,000 to 26,999",Madera,2595,931,671,4161,"66,057,000","174,000"
11,2011,"27,000 to 29,999",Madera,2183,942,590,3473,"62,180,000","189,000"
12,2011,"30,000 to 34,999",Madera,3146,1493,1002,4857,"101,865,000","429,000"
13,2011,"35,000 to 39,999",Madera,2452,1290,1113,3354,"91,794,000","563,000"
14,2011,"40,000 to 49,999",Madera,3778,2126,2192,4665,"169,335,000","1,407,000"
15,2011,"50,000 to 59,999",Madera,2735,1741,2057,3196,"149,886,000","1,777,000"
16,2011,"60,000 to 69,999",Madera,2088,1500,1859,2335,"135,427,000","2,119,000"
17,2011,"70,000 to 79,999",Madera,1641,1238,1560,1895,"122,883,000","2,448,000"
18,2011,"80,000 to 89,999",Madera,1363,1091,1330,1468,"115,825,000","2,773,000"
19,2011,"90,000 to 99,999",Madera,1005,857,994,1039,"95,195,000","2,647,000"
20,2011,"100,000 to 149,999",Madera,2505,2192,2492,2619,"299,353,000","11,152,000"
21,2011,"150,000 to 199,999",Madera,754,688,746,738,"128,541,000","6,506,000"
22,2011,"200,000 to 299,999",Madera,371,331,368,298,"87,527,000","5,226,000"
23,2011,"300,000 to 399,999",Madera,100,90,99,80,"34,238,000","2,301,000"
24,2011,"400,000 to 499,999",Madera,58,48,57,34,"25,655,000","1,851,000"
25,2011,"500,000 to 999,999",Madera,70,63,70,47,"46,272,000","3,640,000"
26,2011,"1,000,000 and over",Madera,56,48,56,49,"97,792,000","8,442,000"
1,2011,Zero and Deficit,Marin,4302,1167,87,1259,"-749,254,000","114,000"
2,2011,"1 to 2,999",Marin,5053,297,657,425,"6,742,000","16,000"
3,2011,"3,000 to 5,999",Marin,4104,289,1139,447,"18,304,000","64,000"
4,2011,"6,000 to 8,999",Marin,3731,319,802,676,"27,906,000","83,000"
5,2011,"9,000 to 11,999",Marin,3854,387,519,1142,"40,382,000","93,000"
6,2011,"12,000 to 14,999",Marin,3677,465,916,1343,"49,557,000","94,000"
7,2011,"15,000 to 17,999",Marin,3580,561,1476,1622,"59,035,000","140,000"
8,2011,"18,000 to 20,999",Marin,3368,616,1647,1636,"65,690,000","203,000"
9,2011,"21,000 to 23,999",Marin,3332,670,1687,1686,"74,953,000","328,000"
10,2011,"24,000 to 26,999",Marin,3181,720,1693,1721,"80,991,000","488,000"
11,2011,"27,000 to 29,999",Marin,2950,671,1676,1567,"84,119,000","612,000"
12,2011,"30,000 to 34,999",Marin,4724,1159,2795,2511,"153,151,000","1,415,000"
13,2011,"35,000 to 39,999",Marin,4411,1219,2899,2235,"165,353,000","1,979,000"
14,2011,"40,000 to 49,999",Marin,7604,2259,5645,3552,"341,192,000","5,421,000"
15,2011,"50,000 to 59,999",Marin,6333,2135,5411,2769,"346,974,000","7,219,000"
16,2011,"60,000 to 69,999",Marin,5474,2140,4916,2366,"354,894,000","8,896,000"
17,2011,"70,000 to 79,999",Marin,4692,2058,4393,1960,"350,987,000","10,054,000"
18,2011,"80,000 to 89,999",Marin,3957,1954,3782,1899,"335,636,000","10,577,000"
19,2011,"90,000 to 99,999",Marin,3555,1921,3435,1912,"336,932,000","11,203,000"
20,2011,"100,000 to 149,999",Marin,12552,8060,12354,8330,"1,538,448,000","60,733,000"
21,2011,"150,000 to 199,999",Marin,7371,5623,7323,6242,"1,274,868,000","62,002,000"
22,2011,"200,000 to 299,999",Marin,7205,5958,7179,7117,"1,745,085,000","99,993,000"
23,2011,"300,000 to 399,999",Marin,3077,2624,3064,3347,"1,059,856,000","68,867,000"
24,2011,"400,000 to 499,999",Marin,1691,1449,1679,1953,"754,894,000","52,837,000"
25,2011,"500,000 to 999,999",Marin,2871,2450,2851,3647,"1,952,641,000","146,575,000"
26,2011,"1,000,000 and over",Marin,1667,1346,1659,2163,"4,991,331,000","426,932,000"
1,2011,Zero and Deficit,Mariposa,173,88,,40,"-6,232,000",0
2,2011,"1 to 2,999",Mariposa,268,51,10,45,"335,000",0
3,2011,"3,000 to 5,999",Mariposa,254,52,38,65,"1,160,000","1,000"
4,2011,"6,000 to 8,999",Mariposa,274,59,38,78,"2,090,000","1,000"
5,2011,"9,000 to 11,999",Mariposa,302,73,22,106,"3,147,000","1,000"
6,2011,"12,000 to 14,999",Mariposa,346,85,74,143,"4,678,000","2,000"
7,2011,"15,000 to 17,999",Mariposa,316,67,149,149,"5,253,000","10,000"
8,2011,"18,000 to 20,999",Mariposa,346,100,182,157,"6,734,000","19,000"
9,2011,"21,000 to 23,999",Mariposa,304,88,152,114,"6,827,000","27,000"
10,2011,"24,000 to 26,999",Mariposa,319,122,154,126,"8,115,000","39,000"
11,2011,"27,000 to 29,999",Mariposa,235,80,136,108,"6,702,000","49,000"
12,2011,"30,000 to 34,999",Mariposa,434,178,253,216,"14,123,000","117,000"
13,2011,"35,000 to 39,999",Mariposa,369,172,246,204,"13,794,000","138,000"
14,2011,"40,000 to 49,999",Mariposa,585,313,462,302,"26,149,000","351,000"
15,2011,"50,000 to 59,999",Mariposa,397,249,359,194,"21,821,000","360,000"
16,2011,"60,000 to 69,999",Mariposa,327,236,305,212,"21,141,000","393,000"
17,2011,"70,000 to 79,999",Mariposa,245,199,240,175,"18,277,000","407,000"
18,2011,"80,000 to 89,999",Mariposa,219,179,218,138,"18,625,000","494,000"
19,2011,"90,000 to 99,999",Mariposa,185,161,183,131,"17,540,000","497,000"
20,2011,"100,000 to 149,999",Mariposa,392,355,390,306,"46,262,000","1,727,000"
21,2011,"150,000 to 199,999",Mariposa,111,98,111,91,"19,158,000","978,000"
22,2011,"200,000 to 299,999",Mariposa,54,48,54,31,"12,937,000","802,000"
23,2011,"300,000 to 399,999",Mariposa,,,,,"2,117,000","152,000"
24,2011,"400,000 to 499,999",Mariposa,,,,,"2,092,000","145,000"
25,2011,"500,000 to 999,999",Mariposa,11,,,,"7,132,000","427,000"
26,2011,"1,000,000 and over",Mariposa,,,,,"4,141,000","393,000"
1,2011,Zero and Deficit,Mendocino,920,327,11,190,"-61,303,000","2,000"
2,2011,"1 to 2,999",Mendocino,1429,226,41,348,"1,865,000","1,000"
3,2011,"3,000 to 5,999",Mendocino,1525,219,235,410,"6,919,000","7,000"
4,2011,"6,000 to 8,999",Mendocino,1699,249,197,702,"12,767,000","9,000"
5,2011,"9,000 to 11,999",Mendocino,1832,312,117,957,"19,303,000","9,000"
6,2011,"12,000 to 14,999",Mendocino,1965,415,378,1358,"26,533,000","19,000"
7,2011,"15,000 to 17,999",Mendocino,1856,389,627,1273,"30,694,000","40,000"
8,2011,"18,000 to 20,999",Mendocino,1894,488,765,1572,"36,966,000","77,000"
9,2011,"21,000 to 23,999",Mendocino,1675,520,631,1494,"37,722,000","107,000"
10,2011,"24,000 to 26,999",Mendocino,1639,543,703,1449,"41,781,000","178,000"
11,2011,"27,000 to 29,999",Mendocino,1362,520,615,1287,"38,758,000","200,000"
12,2011,"30,000 to 34,999",Mendocino,2100,787,1042,1819,"68,141,000","468,000"
13,2011,"35,000 to 39,999",Mendocino,1869,825,1043,1683,"69,939,000","599,000"
14,2011,"40,000 to 49,999",Mendocino,2829,1461,1928,2416,"126,514,000","1,422,000"
15,2011,"50,000 to 59,999",Mendocino,2032,1193,1683,1683,"111,072,000","1,684,000"
16,2011,"60,000 to 69,999",Mendocino,1449,976,1344,994,"93,859,000","1,782,000"
17,2011,"70,000 to 79,999",Mendocino,1157,849,1114,860,"86,321,000","1,924,000"
18,2011,"80,000 to 89,999",Mendocino,952,729,927,721,"80,671,000","2,083,000"
19,2011,"90,000 to 99,999",Mendocino,679,545,673,524,"64,437,000","1,912,000"
20,2011,"100,000 to 149,999",Mendocino,1781,1500,1766,1334,"213,445,000","8,110,000"
21,2011,"150,000 to 199,999",Mendocino,563,467,561,367,"95,600,000","4,793,000"
22,2011,"200,000 to 299,999",Mendocino,313,252,312,188,"75,659,000","4,596,000"
23,2011,"300,000 to 399,999",Mendocino,103,81,103,58,"34,995,000","2,309,000"
24,2011,"400,000 to 499,999",Mendocino,39,31,39,19,"17,128,000","1,303,000"
25,2011,"500,000 to 999,999",Mendocino,69,50,69,37,"45,334,000","3,384,000"
26,2011,"1,000,000 and over",Mendocino,31,21,31,14,"71,320,000","6,376,000"
1,2011,Zero and Deficit,Merced,1324,601,17,620,"-244,618,000","20,000"
2,2011,"1 to 2,999",Merced,3128,504,94,1255,"4,213,000","4,000"
3,2011,"3,000 to 5,999",Merced,3851,530,566,2120,"17,630,000","12,000"
4,2011,"6,000 to 8,999",Merced,4703,705,610,3393,"35,273,000","33,000"
5,2011,"9,000 to 11,999",Merced,5444,998,367,5066,"57,064,000","27,000"
6,2011,"12,000 to 14,999",Merced,5367,1112,890,5925,"72,415,000","43,000"
7,2011,"15,000 to 17,999",Merced,5157,1282,1235,6555,"85,077,000","78,000"
8,2011,"18,000 to 20,999",Merced,4854,1361,1422,6365,"94,550,000","150,000"
9,2011,"21,000 to 23,999",Merced,4700,1551,1280,6790,"105,720,000","223,000"
10,2011,"24,000 to 26,999",Merced,4121,1536,1141,6376,"105,040,000","286,000"
11,2011,"27,000 to 29,999",Merced,3711,1516,1105,5962,"105,763,000","349,000"
12,2011,"30,000 to 34,999",Merced,5452,2459,1727,8893,"176,592,000","735,000"
13,2011,"35,000 to 39,999",Merced,4335,2143,1832,6485,"162,032,000","966,000"
14,2011,"40,000 to 49,999",Merced,6828,3665,3771,9441,"305,317,000","2,610,000"
15,2011,"50,000 to 59,999",Merced,4876,3072,3497,6757,"266,985,000","3,087,000"
16,2011,"60,000 to 69,999",Merced,3658,2485,3180,4978,"237,082,000","3,698,000"
17,2011,"70,000 to 79,999",Merced,2704,2019,2562,3575,"202,195,000","4,018,000"
18,2011,"80,000 to 89,999",Merced,2032,1583,1982,2545,"172,270,000","4,191,000"
19,2011,"90,000 to 99,999",Merced,1636,1344,1612,1971,"155,035,000","4,403,000"
20,2011,"100,000 to 149,999",Merced,3626,3203,3604,4438,"434,237,000","16,040,000"
21,2011,"150,000 to 199,999",Merced,1012,914,1006,1118,"171,825,000","8,575,000"
22,2011,"200,000 to 299,999",Merced,477,422,469,490,"113,852,000","6,800,000"
23,2011,"300,000 to 399,999",Merced,157,128,152,159,"53,513,000","3,479,000"
24,2011,"400,000 to 499,999",Merced,72,59,70,63,"31,964,000","2,280,000"
25,2011,"500,000 to 999,999",Merced,120,102,116,102,"80,729,000","5,927,000"
26,2011,"1,000,000 and over",Merced,58,45,58,43,"119,191,000","8,477,000"
1,2011,Zero and Deficit,Modoc,132,66,,34,"-7,686,000",0
2,2011,"1 to 2,999",Modoc,123,34,,28,"151,000",0
3,2011,"3,000 to 5,999",Modoc,115,19,18,27,"525,000",0
4,2011,"6,000 to 8,999",Modoc,135,37,10,47,"1,022,000",0
5,2011,"9,000 to 11,999",Modoc,141,37,10,57,"1,481,000",0
6,2011,"12,000 to 14,999",Modoc,153,50,32,80,"2,066,000","1,000"
7,2011,"15,000 to 17,999",Modoc,161,42,52,75,"2,645,000","3,000"
8,2011,"18,000 to 20,999",Modoc,147,47,62,69,"2,873,000","7,000"
9,2011,"21,000 to 23,999",Modoc,117,37,54,51,"2,632,000","9,000"
10,2011,"24,000 to 26,999",Modoc,118,47,55,57,"3,005,000","13,000"
11,2011,"27,000 to 29,999",Modoc,130,53,68,80,"3,714,000","21,000"
12,2011,"30,000 to 34,999",Modoc,163,77,93,88,"5,287,000","36,000"
13,2011,"35,000 to 39,999",Modoc,171,84,121,70,"6,399,000","64,000"
14,2011,"40,000 to 49,999",Modoc,248,157,177,189,"11,069,000","117,000"
15,2011,"50,000 to 59,999",Modoc,159,107,143,124,"8,660,000","131,000"
16,2011,"60,000 to 69,999",Modoc,142,101,131,96,"9,213,000","174,000"
17,2011,"70,000 to 79,999",Modoc,115,92,113,88,"8,556,000","188,000"
18,2011,"80,000 to 89,999",Modoc,99,74,99,78,"8,410,000","253,000"
19,2011,"90,000 to 99,999",Modoc,62,55,61,48,"5,884,000","181,000"
20,2011,"100,000 to 149,999",Modoc,141,131,139,116,"16,563,000","651,000"
21,2011,"150,000 to 199,999",Modoc,34,28,34,17,"5,640,000","288,000"
22,2011,"200,000 to 299,999",Modoc,16,13,16,,"3,735,000","249,000"
23,2011,"300,000 to 399,999",Modoc,,,,,"1,407,000","109,000"
24,2011,"400,000 to 499,999",Modoc,,,,0,"1,323,000","108,000"
25,2011,"500,000 to 999,999",Modoc,0,0,0,0,0,0
26,2011,"1,000,000 and over",Modoc,,,,,"3,312,000","300,000"
1,2011,Zero and Deficit,Mono,142,57,,47,"-10,982,000","1,000"
2,2011,"1 to 2,999",Mono,165,20,11,24,"224,000",0
3,2011,"3,000 to 5,999",Mono,216,16,48,38,"980,000",0
4,2011,"6,000 to 8,999",Mono,268,26,34,65,"2,023,000","2,000"
5,2011,"9,000 to 11,999",Mono,262,26,27,96,"2,744,000","2,000"
6,2011,"12,000 to 14,999",Mono,316,30,65,145,"4,249,000","3,000"
7,2011,"15,000 to 17,999",Mono,274,43,127,156,"4,552,000","6,000"
8,2011,"18,000 to 20,999",Mono,252,42,123,192,"4,907,000","11,000"
9,2011,"21,000 to 23,999",Mono,275,49,149,243,"6,167,000","26,000"
10,2011,"24,000 to 26,999",Mono,229,58,118,174,"5,836,000","33,000"
11,2011,"27,000 to 29,999",Mono,187,59,88,168,"5,353,000","33,000"
12,2011,"30,000 to 34,999",Mono,319,105,173,323,"10,345,000","83,000"
13,2011,"35,000 to 39,999",Mono,286,98,172,276,"10,717,000","120,000"
14,2011,"40,000 to 49,999",Mono,447,202,316,393,"19,936,000","266,000"
15,2011,"50,000 to 59,999",Mono,342,169,273,306,"18,662,000","330,000"
16,2011,"60,000 to 69,999",Mono,251,146,215,204,"16,314,000","347,000"
17,2011,"70,000 to 79,999",Mono,185,132,171,142,"13,811,000","316,000"
18,2011,"80,000 to 89,999",Mono,158,116,154,115,"13,437,000","349,000"
19,2011,"90,000 to 99,999",Mono,133,103,131,87,"12,604,000","364,000"
20,2011,"100,000 to 149,999",Mono,329,282,328,219,"39,423,000","1,421,000"
21,2011,"150,000 to 199,999",Mono,127,106,125,90,"21,971,000","1,092,000"
22,2011,"200,000 to 299,999",Mono,78,69,78,57,"18,497,000","1,023,000"
23,2011,"300,000 to 399,999",Mono,14,11,14,,"4,856,000","331,000"
24,2011,"400,000 to 499,999",Mono,,,12,13,"5,265,000","350,000"
25,2011,"500,000 to 999,999",Mono,19,17,19,22,"12,636,000","929,000"
26,2011,"1,000,000 and over",Mono,,,,,"12,659,000","1,153,000"
1,2011,Zero and Deficit,Monterey,2935,1074,60,957,"-390,735,000","23,000"
2,2011,"1 to 2,999",Monterey,4980,608,218,1441,"6,351,000","5,000"
3,2011,"3,000 to 5,999",Monterey,5644,530,1081,2225,"25,756,000","29,000"
4,2011,"6,000 to 8,999",Monterey,7012,821,1025,4530,"52,879,000","54,000"
5,2011,"9,000 to 11,999",Monterey,8761,1130,684,8098,"92,152,000","70,000"
6,2011,"12,000 to 14,999",Monterey,10051,1584,1483,12666,"135,949,000","88,000"
7,2011,"15,000 to 17,999",Monterey,10604,1675,2413,15573,"174,888,000","160,000"
8,2011,"18,000 to 20,999",Monterey,10152,1916,2450,16769,"197,879,000","258,000"
9,2011,"21,000 to 23,999",Monterey,8853,2066,2287,15036,"198,877,000","400,000"
10,2011,"24,000 to 26,999",Monterey,7595,2123,2251,12370,"193,529,000","588,000"
11,2011,"27,000 to 29,999",Monterey,6605,2153,2179,10660,"188,203,000","760,000"
12,2011,"30,000 to 34,999",Monterey,9556,3527,3697,14243,"309,896,000","1,734,000"
13,2011,"35,000 to 39,999",Monterey,8101,3215,3751,11277,"303,144,000","2,356,000"
14,2011,"40,000 to 49,999",Monterey,12944,5607,7514,16532,"579,666,000","6,251,000"
15,2011,"50,000 to 59,999",Monterey,9758,4674,7234,11175,"534,506,000","7,923,000"
16,2011,"60,000 to 69,999",Monterey,7218,4057,6206,7827,"467,683,000","8,693,000"
17,2011,"70,000 to 79,999",Monterey,5574,3372,5186,5620,"417,125,000","9,583,000"
18,2011,"80,000 to 89,999",Monterey,4638,3088,4489,4464,"393,472,000","10,473,000"
19,2011,"90,000 to 99,999",Monterey,3645,2579,3575,3527,"345,721,000","10,190,000"
20,2011,"100,000 to 149,999",Monterey,10080,7800,9979,9093,"1,220,504,000","45,923,000"
21,2011,"150,000 to 199,999",Monterey,3943,3344,3919,3607,"675,943,000","32,581,000"
22,2011,"200,000 to 299,999",Monterey,2607,2224,2586,2144,"623,553,000","35,927,000"
23,2011,"300,000 to 399,999",Monterey,864,726,861,707,"297,120,000","19,543,000"
24,2011,"400,000 to 499,999",Monterey,384,324,381,318,"171,089,000","12,126,000"
25,2011,"500,000 to 999,999",Monterey,641,526,639,497,"436,654,000","33,019,000"
26,2011,"1,000,000 and over",Monterey,338,284,337,211,"885,488,000","76,977,000"
1,2011,Zero and Deficit,Napa,1405,526,38,386,"-301,014,000","17,000"
2,2011,"1 to 2,999",Napa,1942,200,117,308,"2,534,000","3,000"
3,2011,"3,000 to 5,999",Napa,1945,162,488,430,"8,802,000","15,000"
4,2011,"6,000 to 8,999",Napa,2086,233,434,676,"15,714,000","26,000"
5,2011,"9,000 to 11,999",Napa,2189,281,248,1000,"23,020,000","20,000"
6,2011,"12,000 to 14,999",Napa,2495,407,629,1436,"33,633,000","42,000"
7,2011,"15,000 to 17,999",Napa,2509,459,960,1884,"41,343,000","65,000"
8,2011,"18,000 to 20,999",Napa,2629,525,1130,2321,"51,276,000","119,000"
9,2011,"21,000 to 23,999",Napa,2569,611,1088,2579,"57,733,000","189,000"
10,2011,"24,000 to 26,999",Napa,2313,614,1022,2344,"58,966,000","272,000"
11,2011,"27,000 to 29,999",Napa,2100,604,982,2193,"59,839,000","354,000"
12,2011,"30,000 to 34,999",Napa,3479,1109,1720,3630,"112,898,000","834,000"
13,2011,"35,000 to 39,999",Napa,3033,1092,1689,2968,"113,508,000","1,090,000"
14,2011,"40,000 to 49,999",Napa,5152,2145,3392,5051,"230,908,000","2,946,000"
15,2011,"50,000 to 59,999",Napa,3994,1870,3163,3628,"218,520,000","3,694,000"
16,2011,"60,000 to 69,999",Napa,3173,1782,2806,2648,"205,908,000","4,122,000"
17,2011,"70,000 to 79,999",Napa,2432,1485,2293,2169,"181,880,000","4,297,000"
18,2011,"80,000 to 89,999",Napa,2103,1398,2040,1775,"178,464,000","4,784,000"
19,2011,"90,000 to 99,999",Napa,1684,1189,1652,1455,"159,673,000","4,780,000"
20,2011,"100,000 to 149,999",Napa,5536,4378,5490,5200,"672,378,000","24,890,000"
21,2011,"150,000 to 199,999",Napa,2384,2037,2376,2315,"409,847,000","19,680,000"
22,2011,"200,000 to 299,999",Napa,1658,1425,1653,1557,"395,527,000","22,785,000"
23,2011,"300,000 to 399,999",Napa,498,434,497,438,"170,685,000","11,218,000"
24,2011,"400,000 to 499,999",Napa,260,215,257,195,"115,526,000","8,033,000"
25,2011,"500,000 to 999,999",Napa,365,304,360,274,"241,409,000","17,646,000"
26,2011,"1,000,000 and over",Napa,205,152,203,158,"716,165,000","60,532,000"
1,2011,Zero and Deficit,Nevada,1436,555,36,361,"-93,328,000","17,000"
2,2011,"1 to 2,999",Nevada,1732,250,80,205,"2,229,000","3,000"
3,2011,"3,000 to 5,999",Nevada,1640,232,319,266,"7,322,000","10,000"
4,2011,"6,000 to 8,999",Nevada,1682,242,239,360,"12,649,000","12,000"
5,2011,"9,000 to 11,999",Nevada,1737,297,159,538,"18,229,000","14,000"
6,2011,"12,000 to 14,999",Nevada,1817,346,387,659,"24,495,000","19,000"
7,2011,"15,000 to 17,999",Nevada,1665,348,664,690,"27,488,000","42,000"
8,2011,"18,000 to 20,999",Nevada,1658,419,792,625,"32,327,000","79,000"
9,2011,"21,000 to 23,999",Nevada,1575,485,752,705,"35,442,000","130,000"
10,2011,"24,000 to 26,999",Nevada,1513,501,755,713,"38,576,000","186,000"
11,2011,"27,000 to 29,999",Nevada,1368,534,673,683,"38,970,000","222,000"
12,2011,"30,000 to 34,999",Nevada,2055,786,1139,934,"66,731,000","511,000"
13,2011,"35,000 to 39,999",Nevada,1918,868,1190,957,"71,752,000","651,000"
14,2011,"40,000 to 49,999",Nevada,3188,1644,2304,1631,"143,124,000","1,676,000"
15,2011,"50,000 to 59,999",Nevada,2616,1540,2183,1383,"143,508,000","2,134,000"
16,2011,"60,000 to 69,999",Nevada,2087,1374,1896,1235,"135,341,000","2,485,000"
17,2011,"70,000 to 79,999",Nevada,1776,1300,1711,1036,"132,888,000","2,885,000"
18,2011,"80,000 to 89,999",Nevada,1443,1072,1418,909,"122,468,000","3,162,000"
19,2011,"90,000 to 99,999",Nevada,1208,951,1186,859,"114,413,000","3,205,000"
20,2011,"100,000 to 149,999",Nevada,3375,2824,3349,2580,"408,216,000","15,178,000"
21,2011,"150,000 to 199,999",Nevada,1173,1016,1165,924,"201,009,000","9,828,000"
22,2011,"200,000 to 299,999",Nevada,726,621,721,629,"172,665,000","10,022,000"
23,2011,"300,000 to 399,999",Nevada,233,201,231,184,"80,108,000","5,376,000"
24,2011,"400,000 to 499,999",Nevada,93,76,91,74,"41,433,000","2,855,000"
25,2011,"500,000 to 999,999",Nevada,146,117,144,111,"97,979,000","7,421,000"
26,2011,"1,000,000 and over",Nevada,57,47,56,54,"145,001,000","12,433,000"
1,2011,Zero and Deficit,Nonresident,19197,9837,147,10840,"-7,455,169,000","1,180,000"
2,2011,"1 to 2,999",Nonresident,23805,5868,1587,7754,"18,389,000","198,000"
3,2011,"3,000 to 5,999",Nonresident,14581,2261,2911,3118,"66,229,000","1,860,000"
4,2011,"6,000 to 8,999",Nonresident,15871,2515,2987,3951,"119,070,000","320,000"
